Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ilocano,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malay,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Tagalog (Pilipino, Filipino)",,,80
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Akan (Twi),,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Swahili,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Creoles,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Other languages,,,30
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,,,,,30
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,English and French,,,,10
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,English and non-official language,,,,15
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,French and non-official language,,,,0
M8X,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Multiple responses,"English, French and non-official language",,,,0
M8X,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,,,,,,9680
M8X,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English only,,,,,8460
M8X,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,French only,,,,,0
M8X,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,English and French,,,,,1120
M8X,Detailed Language characteristics,Total population by knowledge of official languages - 20% sample data,Neither English nor French,,,,,100
M8X,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,,,,,,9685
M8X,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English,,,,,9415
M8X,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,French,,,,,115
M8X,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,English and French,,,,,55
M8X,Detailed Language characteristics,Total population by first official language spoken - 20% sample data,Neither English nor French,,,,,95
M8X,Detailed Language characteristics,Official language minority - (number),,,,,,145
M8X,Detailed Language characteristics,Official language minority - (percentage),,,,,,1.5
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,,,,,,9680
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,,,,,9540
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,English,,,,8505
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,French,,,,45
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,,,,990
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Algonquin,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Atikamekw,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Blackfoot,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Carrier,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chilcotin,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Chipewyan,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Cree,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Siouan languages (Dakota/Sioux),,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dene,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Dogrib,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Gitksan,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Inuinnaqtun,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Inuktitut, n.i.e.",,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Kutchin-Gwich'in (Loucheux),,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malecite,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mi'kmaq,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mohawk,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Montagnais-Naskapi,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Nisga'a,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,North Slave (Hare),,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ojibway,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Oji-Cree,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Shuswap,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,South Slave,,,0
M8X,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Tlingit,,,0
