ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group
7889,Female,Hispanic,30,25-60,107156,840,310340,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7890,Male,White,78,Over 60,114377,795,105615,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
7891,Female,White,56,25-60,170843,705,144444,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7892,Female,Black,65,Over 60,159548,753,200089,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
7893,Male,Black,42,25-60,57551,556,311036,Part-time,Some College,Citizen,Limited,No,No,Urban Professional
7894,Male,White,24,Under 25,51083,565,208454,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban
7895,Female,White,49,25-60,108174,845,121569,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7896,Male,White,51,25-60,45384,789,336029,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7897,Male,Hispanic,31,25-60,172726,807,444345,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
7898,Male,Hispanic,75,Over 60,158798,593,99949,Full-time,High School,Citizen,Fluent,No,No,Rural
7899,Male,Black,45,25-60,122642,816,106259,Gig,High School,Citizen,Limited,No,No,Rural
7900,Male,Black,26,25-60,85111,770,330392,Full-time,High School,Citizen,Limited,No,No,Urban Professional
7901,Male,White,23,Under 25,168649,825,374472,Full-time,High School,Citizen,Fluent,No,No,Rural
7902,Female,White,25,25-60,80153,595,406758,Gig,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban
7903,Male,White,82,Over 60,65159,823,333718,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional
7904,Male,White,42,25-60,58641,809,164263,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Rural
7905,Male,White,21,Under 25,145637,606,353865,Self-employed,Graduate,Citizen,Fluent,No,No,Working Class Urban
7906,Male,White,32,25-60,51865,592,145281,Self-employed,Graduate,Citizen,Fluent,No,No,Urban Professional
7907,Female,Black,43,25-60,80355,752,323410,Part-time,Some College,Permanent Resident,Limited,Yes,No,Rural
7908,Male,White,23,Under 25,66504,642,207684,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
7909,Male,Black,49,25-60,34080,661,294832,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
7910,Female,White,36,25-60,128966,621,111760,Full-time,High School,Citizen,Fluent,No,No,Rural
7911,Female,Multiracial,30,25-60,55838,721,178449,Part-time,Some College,Citizen,Limited,No,No,Historically Redlined
7912,Female,White,19,Under 25,83376,592,377005,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7913,Male,Hispanic,65,Over 60,76982,828,149616,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
7914,Female,White,46,25-60,146188,677,149678,Unemployed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7915,Female,Black,36,25-60,76527,708,255515,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural
7916,Female,Black,24,Under 25,75392,634,237873,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
7917,Female,Black,31,25-60,117190,794,197511,Part-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban
7918,Male,White,32,25-60,25894,562,393666,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7919,Female,White,39,25-60,46084,738,444036,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7920,Female,White,25,25-60,77072,705,409667,Part-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined
7921,Female,Black,80,Over 60,168961,515,151013,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7922,Female,White,22,Under 25,168003,572,430174,Part-time,High School,Citizen,Fluent,No,No,Urban Professional
7923,Female,Black,36,25-60,160096,558,64593,Self-employed,Bachelor's,Citizen,Fluent,No,No,Rural
7924,Male,White,64,Over 60,135416,511,324513,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional
7925,Male,White,32,25-60,96530,624,408894,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7926,Male,Hispanic,64,Over 60,73980,713,406345,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
7927,Male,Black,53,25-60,74203,701,267144,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7928,Female,Black,19,Under 25,106148,763,420304,Part-time,Some College,Citizen,Limited,No,No,Rural
7929,Female,White,27,25-60,76411,571,134468,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural
7930,Male,Black,62,Over 60,98354,729,241640,Full-time,High School,Permanent Resident,Limited,No,No,Rural
7931,Male,White,26,25-60,150010,616,313917,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7932,Female,White,45,25-60,158042,614,198213,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional
7933,Female,White,76,Over 60,44659,747,357187,Gig,Graduate,Citizen,Limited,No,No,Urban Professional
7934,Female,White,52,25-60,71906,571,293309,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban
7935,Male,White,61,Over 60,121445,758,168521,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban
7936,Male,White,27,25-60,31095,808,66745,Self-employed,Graduate,Citizen,Fluent,No,No,Urban Professional
7937,Female,White,31,25-60,128219,530,146263,Gig,High School,Visa Holder,Fluent,No,No,Urban Professional
7938,Female,Black,35,25-60,75691,607,151325,Full-time,Some College,Citizen,Limited,No,No,Historically Redlined
7939,Male,White,32,25-60,167994,751,330156,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7940,Female,White,47,25-60,164941,725,132703,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
7941,Female,Hispanic,46,25-60,36689,755,111687,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7942,Female,White,47,25-60,28588,783,226772,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7943,Female,White,60,25-60,112708,651,91944,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7944,Male,White,54,25-60,79419,759,285117,Full-time,High School,Visa Holder,Fluent,No,No,High-income Suburban
7945,Male,White,72,Over 60,62000,569,230696,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7946,Male,White,54,25-60,38402,622,439800,Self-employed,Bachelor's,Citizen,Fluent,No,No,Rural
7947,Female,White,19,Under 25,76930,540,412191,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7948,Female,Black,39,25-60,47403,516,426899,Full-time,High School,Citizen,Limited,No,No,High-income Suburban
7949,Male,White,43,25-60,46648,504,432726,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban
7950,Male,White,46,25-60,41837,621,104988,Self-employed,High School,Citizen,Fluent,No,No,Rural
7951,Female,White,57,25-60,98757,692,124251,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7952,Female,Asian,63,Over 60,137394,650,439399,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7953,Female,Black,69,Over 60,164344,708,349865,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban
7954,Male,White,51,25-60,63461,718,154232,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7955,Female,White,53,25-60,156258,762,411951,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban
7956,Male,Asian,56,25-60,163618,665,102362,Full-time,Some College,Citizen,Fluent,No,No,Rural
7957,Male,White,65,Over 60,60149,677,266491,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined
7958,Female,White,60,25-60,29415,741,256235,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7959,Male,White,40,25-60,108317,742,278872,Gig,Graduate,Citizen,Fluent,Yes,No,Historically Redlined
7960,Male,White,62,Over 60,34900,696,312378,Full-time,Some College,Visa Holder,Fluent,No,No,Working Class Urban
7961,Female,Hispanic,58,25-60,158417,516,71920,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7962,Female,Black,33,25-60,151117,502,440925,Self-employed,High School,Citizen,Limited,No,No,Rural
7963,Male,Asian,48,25-60,26427,704,346037,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7964,Male,White,47,25-60,173520,812,398987,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7965,Male,White,38,25-60,41395,739,298649,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7966,Female,White,79,Over 60,60142,687,244372,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
7967,Male,White,48,25-60,90895,722,397098,Full-time,High School,Citizen,Limited,No,No,Working Class Urban
7968,Male,Black,39,25-60,129607,691,419420,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7969,Female,White,63,Over 60,124343,589,233188,Self-employed,Graduate,Citizen,Fluent,Yes,No,High-income Suburban
7970,Male,White,73,Over 60,33219,759,127551,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
7971,Female,Black,81,Over 60,117353,775,264484,Full-time,High School,Visa Holder,Fluent,No,No,High-income Suburban
7972,Male,White,76,Over 60,101998,648,416533,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban
7973,Male,Hispanic,37,25-60,158848,673,378664,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional
7974,Female,White,69,Over 60,137328,686,245652,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7975,Female,Asian,38,25-60,151524,610,109761,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban
7976,Female,White,29,25-60,89010,753,393579,Full-time,High School,Citizen,Limited,No,No,High-income Suburban
7977,Male,Black,27,25-60,40756,572,284895,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
7978,Male,White,32,25-60,120798,677,401439,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
7979,Female,Asian,77,Over 60,167316,603,368476,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
7980,Female,White,34,25-60,152276,640,346519,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional
7981,Female,Black,72,Over 60,168397,637,338788,Self-employed,Graduate,Citizen,Limited,No,No,Rural
7982,Male,Black,75,Over 60,47107,586,370877,Full-time,High School,Citizen,Fluent,No,No,Rural
7983,Female,Hispanic,45,25-60,112744,529,382314,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7984,Male,Hispanic,60,25-60,107929,530,369454,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
7985,Male,Hispanic,80,Over 60,112257,681,359507,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
7986,Female,Black,38,25-60,42023,624,330014,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban
7987,Female,White,29,25-60,155317,718,223342,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
7988,Male,White,68,Over 60,77440,680,238340,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7989,Female,Asian,19,Under 25,146601,511,302114,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7990,Non-binary,Asian,40,25-60,70375,816,398611,Full-time,Graduate,Permanent Resident,Fluent,No,No,High-income Suburban
7991,Female,White,20,Under 25,36206,743,356251,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional
7992,Male,White,81,Over 60,97316,664,338056,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7993,Male,White,57,25-60,58607,597,139077,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban
7994,Male,Hispanic,69,Over 60,156764,749,308727,Full-time,High School,Citizen,Limited,No,No,Historically Redlined
7995,Female,Hispanic,79,Over 60,169631,625,56863,Full-time,Some College,Permanent Resident,Fluent,No,No,Rural
7996,Female,White,79,Over 60,29056,736,387241,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
7997,Female,Hispanic,62,Over 60,41807,539,321732,Full-time,High School,Citizen,Fluent,No,No,Rural
7998,Female,Hispanic,20,Under 25,87360,590,315332,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
7999,Female,White,82,Over 60,78515,702,121417,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
8000,Female,White,27,25-60,149686,549,255087,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
8001,Male,White,57,25-60,166579,579,99889,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
8002,Male,White,24,Under 25,163133,553,329075,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
8003,Female,Hispanic,52,25-60,146812,624,318079,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
8004,Female,Multiracial,49,25-60,99041,739,275750,Full-time,High School,Citizen,Fluent,No,Yes,Rural
8005,Male,White,26,25-60,127359,529,389933,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban
8006,Male,White,55,25-60,146725,566,438660,Gig,High School,Citizen,Fluent,No,No,Rural
8007,Female,Hispanic,58,25-60,59888,513,98434,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
8008,Male,White,25,25-60,28336,650,313501,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban
8009,Female,White,50,25-60,161347,530,344921,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
8010,Female,White,52,25-60,134851,816,274867,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
8011,Male,White,76,Over 60,143026,699,102988,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
8012,Female,Multiracial,35,25-60,141002,636,90852,Part-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
8013,Female,White,54,25-60,158979,518,193371,Full-time,Some College,Citizen,Limited,No,No,Historically Redlined
8014,Female,White,43,25-60,98830,526,75906,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
8015,Male,White,61,Over 60,118887,795,181401,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
8016,Female,Hispanic,34,25-60,155881,670,376469,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
8017,Male,White,31,25-60,66042,691,218876,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban
8018,Male,White,81,Over 60,46992,835,151767,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
8019,Male,White,42,25-60,53165,793,319955,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
8020,Male,White,25,25-60,31157,776,89543,Full-time,High School,Visa Holder,Limited,Yes,No,High-income Suburban
8021,Male,Hispanic,44,25-60,36677,589,317534,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
8022,Male,White,69,Over 60,61820,558,315124,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
8023,Female,Black,23,Under 25,144904,779,192860,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban
8024,Female,Black,27,25-60,49616,789,277008,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
8025,Female,Black,34,25-60,56485,834,300575,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
8026,Male,Black,23,Under 25,124330,561,192848,Full-time,Some College,Citizen,Limited,No,No,Urban Professional
8027,Female,Hispanic,41,25-60,66501,735,313131,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
8028,Female,White,36,25-60,104117,792,368766,Full-time,Some College,Citizen,Limited,Yes,No,Urban Professional
8029,Female,White,55,25-60,112986,773,234772,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban
8030,Female,Asian,61,Over 60,58943,690,145301,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
8031,Male,Asian,77,Over 60,117182,586,320863,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
8032,Female,Hispanic,53,25-60,96575,693,147641,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
8033,Male,White,67,Over 60,49827,787,171572,Gig,Graduate,Citizen,Fluent,No,No,Historically Redlined
8034,Female,White,76,Over 60,151006,666,81853,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
8035,Female,White,27,25-60,131614,777,258573,Full-time,Graduate,Citizen,Fluent,No,No,Rural
8036,Female,White,51,25-60,89071,724,112777,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
8037,Female,White,43,25-60,52903,771,341843,Part-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional
8038,Female,White,25,25-60,160004,704,389045,Full-time,Some College,Visa Holder,Limited,No,No,High-income Suburban
8039,Female,Black,55,25-60,50294,754,244086,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
8040,Male,Hispanic,44,25-60,133229,670,237108,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
8041,Male,Black,60,25-60,56473,721,85578,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural
8042,Male,Multiracial,33,25-60,152559,787,378580,Part-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
8043,Female,Black,39,25-60,93991,665,229687,Part-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional
8044,Female,Hispanic,39,25-60,81003,609,258858,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban
8045,Male,Black,48,25-60,94605,536,188255,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
8046,Female,Hispanic,32,25-60,52904,681,189456,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
8047,Female,White,37,25-60,140153,716,175696,Gig,Some College,Citizen,Limited,No,No,Rural
8048,Male,White,49,25-60,99786,503,146178,Part-time,Some College,Citizen,Limited,No,No,Rural
8049,Male,White,29,25-60,85211,520,169464,Full-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined
8050,Female,White,52,25-60,173995,696,86032,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban
8051,Female,White,48,25-60,50470,656,114351,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
8052,Male,White,39,25-60,149468,603,421116,Full-time,Graduate,Citizen,Limited,No,No,Historically Redlined
8053,Female,Black,64,Over 60,143893,504,352777,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional
8054,Female,White,38,25-60,67005,668,367865,Full-time,Some College,Citizen,Fluent,No,No,Rural
8055,Female,White,69,Over 60,154459,635,220591,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
